serial_number,monthly_income,employment_status,existing_loans,credit_score,loan_purpose,loan_amount_requested,debt_to_income_ratio,repayment_history,defaulted
384,108183,Student,0,633,Home Improvement,1655316,0.3156769158423919,Poor,0
385,186890,Retired,1,614,Home Improvement,1413881,0.37,Good,1
386,179135,Employed,3,570,Business,5129309,0.5736367468799743,Poor,1
387,117267,Self-employed,0,498,Travel,2042446,0.2714169322058583,Fair,1
388,95788,Self-employed,0,762,Travel,903258,0.5153428082652103,Poor,0
389,35782,Employed,8,460,Education,3029703,0.6637018905210286,Good,1
390,83771,Self-employed,4,697,Debt Consolidation,358612,0.7425412369711498,Good,0
391,61787,Employed,1,708,Car Loan,1692492,0.6464406649814176,Fair,1
392,50505,Retired,2,464,Debt Consolidation,3060706,0.6979379018779719,Good,1
393,138658,Retired,1,356,Debt Consolidation,3170237,0.2401429422580942,Fair,0
394,152789,Employed,7,534,Business,4066013,0.5899642406682131,Fair,0
395,99165,Retired,8,738,Business,1324062,0.585140531392224,Good,0
396,153653,Retired,0,695,Medical,2346667,0.2238193575828643,Poor,0
397,127515,Retired,3,414,Debt Consolidation,1050945,0.2304715943185991,Fair,0
398,94859,Unemployed,5,646,Travel,3256768,0.1784239273337526,Poor,0
399,110057,Student,0,351,Travel,4312612,0.74,Good,1
400,41069,Self-employed,3,496,Debt Consolidation,2253786,0.34,Poor,1
401,181519,Unemployed,8,494,Business,2831587,0.7616773442671727,Poor,1
402,127227,Retired,5,539,Business,4697120,0.5505032001711913,Poor,0
403,75361,Employed,7,386,Medical,279936,0.4735273536527958,Poor,0
404,97751,Retired,8,332,Medical,156038,0.6966532373207583,Good,1
405,88196,Student,2,383,Home Improvement,4281028,0.2121942202967517,Good,1
406,18880,Retired,5,762,Education,3447685,0.22,Poor,0
407,123791,Employed,3,466,Debt Consolidation,1927954,0.4408248657216098,Good,0
408,177527,Student,6,645,Travel,2019508,0.0578898897030948,Good,1
409,42847,Retired,4,818,Debt Consolidation,2285198,0.7174432875005138,Fair,1
410,186836,Student,6,799,Medical,202280,0.27,Good,1
411,49137,Self-employed,6,377,Medical,1328738,0.6825236105452147,Poor,1
412,100843,Self-employed,9,561,Home Improvement,5060541,0.2166619299887017,Good,1
413,140236,Retired,2,394,Education,4116401,0.6229879372152068,Good,1
414,176866,Student,2,452,Home Improvement,174966,0.4304910935269224,Good,1
415,126609,Employed,7,670,Travel,3212833,0.6021893131823018,Good,0
416,102252,Retired,2,511,Education,3590822,0.3567649385833443,Fair,0
417,95073,Self-employed,8,507,Car Loan,635527,0.48,Poor,1
418,164735,Self-employed,7,312,Debt Consolidation,2095079,0.4949303840601911,Poor,0
419,76327,Retired,5,850,Home Improvement,1097739,0.6861740523578977,Good,1
420,174706,Student,0,664,Medical,3611708,0.5403580994645354,Good,0
421,132478,Self-employed,6,582,Home Improvement,2616193,0.1911473685773814,Fair,1
422,161649,Student,6,702,Car Loan,1566159,0.78,Good,0
423,158753,Self-employed,3,585,Home Improvement,1978386,0.3866642745308087,Fair,0
424,98017,Self-employed,9,322,Debt Consolidation,120671,0.2924405057109621,Poor,1
425,169993,Unemployed,4,797,Car Loan,4537348,0.177230413397929,Poor,0
426,115393,Self-employed,0,690,Medical,4663834,0.7446608415128705,Fair,0
427,152730,Employed,8,462,Medical,3486940,0.596099644331921,Poor,0
428,31304,Retired,0,330,Business,556516,0.79,Good,1
429,81569,Retired,4,779,Car Loan,608097,0.216600008409967,Good,0
430,64323,Student,1,745,Business,1661336,0.2799214416915821,Fair,0
431,120406,Self-employed,7,656,Business,1951841,0.6731658986592703,Poor,0
432,32289,Employed,0,474,Debt Consolidation,4203708,0.5004301289823458,Poor,1
433,88506,Student,3,457,Home Improvement,513462,0.62,Fair,0
434,100219,Unemployed,1,300,Medical,4338620,0.2729291498351665,Fair,0
435,201696,Student,0,516,Medical,2766384,0.7628208429237224,Poor,1
436,60893,Student,5,761,Home Improvement,4899069,0.7507744182818138,Fair,1
437,132871,Self-employed,6,326,Medical,2745434,0.5874015471483051,Good,0
438,108634,Unemployed,0,708,Home Improvement,337113,0.5035625629245573,Poor,1
439,121833,Student,7,684,Car Loan,2668492,0.35,Fair,0
440,123593,Employed,3,824,Debt Consolidation,1497132,0.681501269303281,Fair,0
441,104541,Employed,9,316,Debt Consolidation,1942928,0.3076648906577451,Fair,0
442,36446,Retired,2,453,Travel,4369763,0.7887579837251513,Poor,1
443,46163,Unemployed,0,780,Debt Consolidation,1198880,0.0521069911062494,Good,1
444,150675,Unemployed,3,316,Home Improvement,4541166,0.07,Good,0
445,26772,Retired,3,581,Travel,1982454,0.69,Poor,1
446,200673,Student,1,398,Home Improvement,3281567,0.6639314700842432,Fair,1
447,150292,Unemployed,1,850,Education,2669639,0.3984423960926324,Poor,0
448,85043,Employed,5,827,Travel,3148923,0.7022594936784262,Poor,0
449,165396,Employed,4,372,Medical,1475692,0.69,Fair,0
450,169140,Self-employed,2,426,Medical,4783757,0.5776578636974883,Poor,0
451,43795,Unemployed,2,747,Education,473753,0.55,Good,1
452,180287,Student,3,821,Education,4510274,0.2549862183026277,Poor,1
453,164815,Retired,4,601,Debt Consolidation,3362929,0.2217895948919085,Fair,1
454,18123,Retired,8,545,Education,578614,0.4382639429805736,Poor,1
455,92462,Student,8,347,Home Improvement,348242,0.79,Good,0
456,72221,Self-employed,4,718,Business,1503876,0.5,Poor,1
457,114839,Retired,3,516,Home Improvement,4496424,0.6952444887746162,Poor,0
458,105656,Unemployed,6,614,Travel,52842,0.5560920830342769,Poor,0
459,194689,Self-employed,3,751,Education,3762574,0.55,Poor,0
460,172364,Unemployed,4,335,Medical,1221930,0.59,Fair,1
461,133529,Employed,0,649,Home Improvement,2079437,0.5552697240908717,Good,1
462,61453,Self-employed,5,450,Medical,1259470,0.204550269188779,Good,1
463,73608,Retired,1,370,Home Improvement,1358864,0.11,Good,1
464,69709,Self-employed,1,367,Medical,1428723,0.1117823963448111,Poor,1
465,173514,Self-employed,0,483,Car Loan,3897013,0.0620914211168876,Good,1
466,191783,Self-employed,8,844,Home Improvement,4024344,0.483968723243915,Fair,1
467,81813,Self-employed,2,732,Travel,2341520,0.6267240254120613,Poor,0
468,175381,Unemployed,0,558,Medical,1904591,0.66,Poor,1
469,131582,Employed,2,599,Business,1171576,0.2161836815628176,Good,1
470,115424,Student,3,826,Travel,3202770,0.73,Poor,0
471,75539,Self-employed,5,385,Debt Consolidation,3640844,0.4250115354330198,Poor,1
472,34360,Retired,6,670,Home Improvement,2020296,0.28,Good,0
473,54207,Self-employed,1,558,Business,5087957,0.2125081191523972,Fair,1
474,195772,Retired,4,716,Debt Consolidation,2280834,0.704397758681812,Fair,0
475,192169,Unemployed,3,317,Home Improvement,1893911,0.4,Good,0
476,71827,Retired,8,331,Business,3448430,0.1846966740219965,Fair,0
477,86302,Student,4,653,Business,1036192,0.7677020323610239,Fair,1
478,140094,Employed,6,850,Travel,3267615,0.7624320224488605,Fair,0
479,178024,Retired,5,825,Car Loan,988525,0.4426631755381733,Poor,1
480,125203,Retired,4,617,Business,3609814,0.2544818483190936,Poor,1
481,183691,Employed,7,503,Car Loan,4036122,0.2385296010261508,Poor,0
482,33375,Student,7,481,Education,2848351,0.5,Fair,1
483,143220,Self-employed,3,601,Travel,2622100,0.555441579033541,Poor,1
484,82290,Retired,5,333,Medical,428578,0.6050221214674647,Fair,0
485,117634,Employed,0,475,Travel,2106641,0.29,Good,1
486,155132,Unemployed,8,659,Debt Consolidation,3827175,0.2501598031910366,Fair,0
487,172467,Employed,1,570,Medical,5058987,0.8161660340807165,Poor,1
488,114304,Unemployed,9,651,Medical,2776162,0.12,Fair,1
489,20347,Student,6,670,Car Loan,3484496,0.47,Poor,1
490,35004,Self-employed,3,513,Medical,1670920,0.4072417159280643,Poor,0
491,116010,Employed,6,489,Business,395375,0.45,Good,1
492,170530,Retired,10,613,Car Loan,2121118,0.5867938128457355,Good,0
493,194206,Student,1,515,Medical,2746333,0.7684306736534462,Poor,1
494,58858,Employed,3,850,Car Loan,3132475,0.3352068750109169,Fair,0
495,107036,Retired,5,781,Education,277478,0.19,Good,1
496,118077,Employed,3,596,Car Loan,4457519,0.3245726899123362,Good,1
497,27526,Unemployed,2,439,Home Improvement,3327787,0.2746041469356208,Poor,0
498,193803,Employed,4,659,Business,2950643,0.4390438857714198,Fair,1
499,146067,Employed,5,426,Debt Consolidation,3711265,0.2787666840290528,Good,1
500,104341,Employed,8,794,Home Improvement,3340265,0.428696569903725,Good,1
501,51516,Student,2,473,Home Improvement,2778205,0.8236828063790236,Fair,1
502,34670,Employed,6,300,Home Improvement,1164107,0.6373980063840016,Good,0
503,126364,Retired,1,340,Medical,1148108,0.621001571053755,Fair,1
504,106077,Unemployed,3,389,Car Loan,4610778,0.165276869839581,Poor,1
505,97806,Unemployed,6,689,Car Loan,2964475,0.57,Good,1
506,63355,Employed,6,775,Travel,3519992,0.1,Poor,0
507,107029,Student,1,701,Medical,3252555,0.2458181911380936,Fair,1
508,44804,Student,6,850,Business,1875451,0.7406501051661214,Poor,1
509,94731,Retired,8,710,Medical,1405829,0.5,Poor,1
510,197503,Employed,1,668,Medical,266166,0.33,Poor,1
511,67726,Unemployed,5,475,Medical,4684668,0.6659516575946132,Fair,0
512,182312,Student,1,384,Business,3526822,0.6885942726480714,Fair,1
513,43851,Employed,3,686,Travel,1408207,0.2726714969866544,Fair,1
514,116311,Student,10,498,Business,362520,0.2217427172067401,Fair,1
515,88672,Student,6,598,Education,3442028,0.8166101545976431,Fair,1
516,136412,Unemployed,2,726,Travel,4615672,0.7239231046147478,Good,1
517,80158,Self-employed,6,661,Education,1513327,0.6262483723595907,Good,1
518,120829,Retired,1,581,Education,4162940,0.2031577896899559,Good,0
519,104687,Retired,5,783,Education,282243,0.1875313825662429,Poor,1
520,156366,Unemployed,7,503,Car Loan,4383177,0.0586451228075644,Poor,1
521,128973,Student,0,849,Home Improvement,4925919,0.7453428251978547,Fair,0
522,194527,Employed,7,588,Home Improvement,492089,0.6518818961525953,Fair,0
523,53513,Student,2,766,Education,1566239,0.4,Good,1
524,116461,Unemployed,2,612,Education,3773957,0.5298125132529921,Fair,1
525,127158,Retired,2,432,Debt Consolidation,2646342,0.6967035772904138,Poor,0
526,37420,Student,9,561,Home Improvement,2364742,0.3552459750011221,Fair,0
527,31499,Retired,7,507,Debt Consolidation,3722932,0.6733728744721517,Good,0
528,22609,Employed,4,545,Travel,3734591,0.6011710951992735,Fair,1
529,35435,Retired,7,774,Debt Consolidation,306602,0.31,Poor,0
530,165738,Retired,0,567,Medical,4565885,0.7485116775159019,Good,0
531,32515,Self-employed,7,749,Car Loan,2204030,0.0922505465970676,Fair,1
532,45482,Self-employed,1,328,Travel,1773306,0.7219347424976992,Poor,0
533,42532,Self-employed,9,798,Business,4404708,0.43,Good,1
534,123847,Retired,6,532,Home Improvement,3578566,0.3836063181958705,Good,1
535,131153,Unemployed,9,760,Education,3210835,0.4395950769582691,Poor,0
536,104268,Retired,3,814,Travel,3016855,0.1464175179498516,Fair,1
537,190837,Unemployed,6,583,Education,2982843,0.2341169491918806,Fair,1
538,174719,Unemployed,1,442,Business,3641915,0.06,Fair,0
539,135811,Self-employed,5,690,Travel,2984613,0.7,Good,1
540,121088,Student,4,717,Home Improvement,862206,0.6559153426349852,Good,1
541,120419,Employed,4,596,Travel,3893064,0.2528452807209239,Fair,1
542,27842,Self-employed,8,510,Education,2589541,0.6281063911241603,Good,0
543,96723,Self-employed,3,536,Education,586601,0.5202538318162245,Good,1
544,120373,Student,0,458,Medical,2096513,0.2759275414530581,Poor,1
545,107173,Employed,0,353,Debt Consolidation,4167673,0.7856647767362348,Fair,1
546,116219,Retired,3,512,Travel,3508082,0.2468182054074104,Fair,1
547,131154,Retired,6,360,Education,1294273,0.0850667628526444,Fair,0
548,51128,Self-employed,0,369,Car Loan,1597161,0.361467566148422,Good,1
549,189857,Employed,2,465,Home Improvement,2083456,0.7159800140956535,Good,1
550,152103,Self-employed,7,620,Car Loan,1301933,0.25,Good,0
551,136510,Unemployed,5,673,Business,1091765,0.577293994245337,Fair,1
552,103480,Self-employed,8,372,Travel,738679,0.6039819118476853,Good,0
553,80601,Self-employed,5,813,Medical,4622062,0.126091130287383,Fair,1
554,184271,Retired,2,391,Home Improvement,4743843,0.6571294727356495,Good,0
555,73966,Retired,5,674,Medical,1622265,0.6394777923638594,Fair,1
556,29620,Retired,4,499,Debt Consolidation,4189459,0.5119279298943565,Poor,1
557,95225,Unemployed,6,669,Education,2825780,0.5612089516530442,Good,1
558,172234,Retired,1,308,Home Improvement,1709143,0.4370869915961,Fair,1
559,164214,Employed,4,336,Business,1180212,0.5536344761902005,Poor,1
560,122685,Student,8,326,Travel,3030295,0.4788301928066156,Poor,1
561,120978,Employed,2,516,Debt Consolidation,1173169,0.2023451408857118,Good,1
562,53669,Employed,2,805,Debt Consolidation,3871053,0.833310312768394,Fair,0
563,70490,Retired,3,695,Medical,4410990,0.3106897740573672,Good,0
564,134274,Student,9,785,Debt Consolidation,3001110,0.6545039025900798,Poor,0
565,113415,Student,5,371,Home Improvement,3999440,0.4559076556597342,Good,0
566,74010,Student,0,487,Medical,3139057,0.1752122035990993,Fair,0
567,183524,Unemployed,1,760,Debt Consolidation,1243312,0.2181569141767695,Poor,0
568,152666,Retired,10,739,Travel,2379812,0.0613790800852685,Good,1
569,92533,Student,1,552,Business,3867104,0.7912763888430906,Good,1
570,58158,Unemployed,1,583,Travel,1591567,0.7,Good,0
571,115783,Self-employed,6,540,Car Loan,3387026,0.3619309015452134,Good,1
572,163171,Self-employed,6,850,Home Improvement,1143708,0.0660151237970505,Good,1
573,90973,Unemployed,9,554,Business,244111,0.5340100765125311,Poor,0
574,181122,Unemployed,1,512,Business,1261095,0.6799586751109511,Poor,1
575,149458,Retired,6,458,Medical,3017675,0.449768770947358,Fair,1
576,175099,Retired,4,452,Education,3831319,0.5573397252250427,Good,1
577,48644,Self-employed,0,356,Medical,1703748,0.3583295130084591,Fair,1
578,34399,Student,8,430,Home Improvement,2001885,0.6669665390374364,Poor,0
579,136630,Self-employed,6,402,Home Improvement,4892821,0.1506523832235138,Good,0
580,48466,Student,0,610,Medical,498601,0.4622940540501257,Fair,0
581,89536,Student,0,744,Education,2679594,0.3880604064796828,Good,0
582,59854,Retired,9,835,Travel,2651834,0.108512537791186,Good,0
583,130595,Employed,7,726,Medical,526723,0.1807818184238695,Fair,1
584,91210,Employed,2,604,Home Improvement,4121609,0.3511798122499955,Poor,0
585,119885,Unemployed,8,750,Education,606264,0.32,Fair,0
586,106562,Retired,0,545,Home Improvement,275640,0.6311022874958527,Fair,1
587,99837,Student,7,598,Education,1426282,0.3153127908859885,Fair,0
588,63505,Employed,4,681,Education,3131123,0.0745617583089399,Good,1
589,20503,Student,3,597,Medical,3599519,0.2443791898751404,Poor,0
590,130577,Employed,9,527,Medical,1656624,0.59,Poor,1
591,35045,Employed,6,741,Medical,171803,0.22,Good,1
592,168564,Employed,9,469,Education,961823,0.5671438048036689,Poor,1
593,186057,Retired,8,373,Education,3838800,0.5077864078643343,Fair,0
594,15289,Self-employed,3,766,Home Improvement,2050512,0.5242066420636783,Poor,1
595,160204,Student,4,470,Business,471944,0.1412564718442533,Good,0
596,41548,Retired,2,836,Medical,2085225,0.4528251459770297,Poor,0
597,36553,Retired,7,494,Car Loan,3829472,0.6635083094326184,Good,1
598,191422,Retired,6,722,Home Improvement,4748796,0.46,Fair,1
599,149199,Retired,7,366,Home Improvement,1996930,0.46,Good,0
600,26577,Retired,3,767,Debt Consolidation,1850375,0.35,Poor,1
601,133696,Unemployed,3,834,Medical,4146933,0.47,Fair,1
602,85595,Student,8,354,Travel,2901917,0.6412486651758617,Poor,0
603,149010,Retired,5,353,Home Improvement,56145,0.4065949453709794,Good,0
604,160865,Student,2,754,Debt Consolidation,2910444,0.7652946084820846,Fair,1
605,194554,Unemployed,6,381,Car Loan,4830468,0.6938117071140608,Good,0
606,152844,Unemployed,6,493,Car Loan,1826712,0.28,Poor,0
607,167427,Student,1,661,Travel,1444351,0.5044002192062854,Good,1
608,119878,Employed,8,309,Medical,632040,0.2221795983391667,Poor,0
609,57334,Self-employed,6,495,Education,2454786,0.6635507307371467,Poor,0
610,131109,Employed,2,300,Debt Consolidation,1109628,0.3582742430653199,Fair,1
611,30455,Employed,8,767,Education,3913257,0.4162328874438497,Fair,0
612,177741,Employed,7,586,Car Loan,448327,0.5108601361912302,Good,1
613,23605,Retired,3,699,Car Loan,607796,0.11,Poor,0
614,55989,Unemployed,7,602,Business,2724876,0.5965743014128578,Poor,0
615,171222,Employed,1,694,Business,3484934,0.79,Fair,0
616,62972,Unemployed,0,663,Travel,2051951,0.3155704200924003,Fair,1
617,127497,Student,0,850,Business,4570206,0.6982602664250898,Fair,0
618,69408,Self-employed,2,486,Business,689825,0.2967712217848766,Fair,0
619,129543,Student,5,443,Travel,1951072,0.4663944324861949,Good,1
620,41553,Student,9,437,Home Improvement,2853988,0.65,Good,0
621,116321,Retired,9,826,Business,1293181,0.6342240838968635,Good,0
622,157766,Self-employed,5,798,Home Improvement,3426996,0.59,Good,1
623,156148,Student,9,779,Home Improvement,2260459,0.0589519605520189,Fair,1
624,192965,Student,5,393,Medical,473641,0.4865846546221549,Good,1
625,152799,Self-employed,4,432,Home Improvement,1673791,0.69,Good,1
626,128583,Self-employed,1,582,Home Improvement,2136451,0.5207178630192427,Good,1
627,90616,Student,6,748,Business,2215432,0.5978000105454045,Fair,0
628,170174,Self-employed,1,654,Home Improvement,795177,0.3035132164417787,Poor,1
629,68206,Student,7,615,Education,2479333,0.609652151720423,Fair,1
630,188393,Student,8,563,Travel,5461238,0.7413861474202513,Poor,1
631,22211,Retired,7,754,Business,3827505,0.0477043431289362,Poor,1
632,95137,Employed,6,850,Travel,2391518,0.769858088369054,Good,1
633,134003,Student,9,508,Debt Consolidation,4460781,0.5813808024807768,Good,0
634,73225,Unemployed,5,454,Business,4632911,0.6620673660167741,Good,1
635,33103,Employed,0,774,Home Improvement,1593856,0.3879578944161069,Fair,1
636,40594,Employed,4,765,Education,1116898,0.4145718631817238,Fair,0
637,15490,Employed,7,630,Travel,210392,0.2323609249975986,Good,0
638,179215,Retired,1,396,Business,156133,0.0960664939683853,Fair,1
639,146788,Student,6,783,Education,4489309,0.186222722023155,Fair,0
640,24491,Retired,7,458,Travel,3770317,0.77,Poor,1
641,173285,Student,6,363,Debt Consolidation,4983116,0.1,Fair,1
642,106836,Retired,10,787,Car Loan,618619,0.6998852181309453,Poor,0
643,27576,Retired,3,850,Debt Consolidation,1737935,0.3340849041760794,Good,1
644,73514,Unemployed,3,323,Car Loan,4590972,0.2424866264804925,Fair,1
